nodenumber     x-coordinate     y-coordinate           udm-12 
         1  0.000000000E+00  0.000000000E+00  9.997514732E+00 
         2  1.007701384E+00  0.000000000E+00  9.997616337E+00 
         3  2.007247274E+00  0.000000000E+00  9.999028546E+00 
         4  2.998703673E+00  0.000000000E+00  1.000030024E+01 
         5  3.982136051E+00  0.000000000E+00  1.000026097E+01 
         6  4.957609346E+00  0.000000000E+00  1.000024710E+01 
         7  5.925187975E+00  0.000000000E+00  1.000024497E+01 
         8  6.884935829E+00  0.000000000E+00  1.000025132E+01 
         9  7.836916284E+00  0.000000000E+00  1.000026379E+01 
        10  8.781192203E+00  0.000000000E+00  1.000028068E+01 
        11  9.717825941E+00  0.000000000E+00  1.000030076E+01 
        12  1.064687935E+01  0.000000000E+00  1.000032312E+01 
        13  1.156841377E+01  0.000000000E+00  1.000034711E+01 
        14  1.248249006E+01  0.000000000E+00  1.000037225E+01 
        15  1.338916858E+01  0.000000000E+00  1.000039817E+01 
        16  1.428850920E+01  0.000000000E+00  1.000042460E+01 
        17  1.518057130E+01  0.000000000E+00  1.000045132E+01 
        18  1.606541380E+01  0.000000000E+00  1.000047818E+01 
        19  1.694309512E+01  0.000000000E+00  1.000050504E+01 
        20  1.781367322E+01  0.000000000E+00  1.000053179E+01 
        21  1.867720559E+01  0.000000000E+00  1.000055832E+01 
        22  1.953374925E+01  0.000000000E+00  1.000058455E+01 
        23  2.038336076E+01  0.000000000E+00  1.000061040E+01 
        24  2.122609622E+01  0.000000000E+00  1.000063578E+01 
        25  2.206201128E+01  0.000000000E+00  1.000066061E+01 
        26  2.289116114E+01  0.000000000E+00  1.000068482E+01 
        27  2.371360056E+01  0.000000000E+00  1.000070831E+01 
        28  2.452938383E+01  0.000000000E+00  1.000073100E+01 
        29  2.533856484E+01  0.000000000E+00  1.000075279E+01 
        30  2.614119701E+01  0.000000000E+00  1.000077358E+01 
        31  2.693733335E+01  0.000000000E+00  1.000079327E+01 
        32  2.772702642E+01  0.000000000E+00  1.000081173E+01 
        33  2.851032837E+01  0.000000000E+00  1.000082885E+01 
        34  2.928729093E+01  0.000000000E+00  1.000084450E+01 
        35  3.005796541E+01  0.000000000E+00  1.000085854E+01 
        36  3.082240268E+01  0.000000000E+00  1.000087082E+01 
        37  3.158065324E+01  0.000000000E+00  1.000088118E+01 
        38  3.233276716E+01  0.000000000E+00  1.000088946E+01 
        39  3.307879409E+01  0.000000000E+00  1.000089548E+01 
        40  3.381878330E+01  0.000000000E+00  1.000089905E+01 
        41  3.455278365E+01  0.000000000E+00  1.000089997E+01 
        42  3.528084362E+01  0.000000000E+00  1.000089804E+01 
        43  3.600301127E+01  0.000000000E+00  1.000089302E+01 
        44  3.671933431E+01  0.000000000E+00  1.000088470E+01 
        45  3.742986002E+01  0.000000000E+00  1.000087283E+01 
        46  3.813463533E+01  0.000000000E+00  1.000085715E+01 
        47  3.883370678E+01  0.000000000E+00  1.000083740E+01 
        48  3.952712052E+01  0.000000000E+00  1.000081329E+01 
        49  4.021492235E+01  0.000000000E+00  1.000078454E+01 
        50  4.089715769E+01  0.000000000E+00  1.000075085E+01 
        51  4.157387159E+01  0.000000000E+00  1.000071190E+01 
        52  4.224510872E+01  0.000000000E+00  1.000066737E+01 
        53  4.291091342E+01  0.000000000E+00  1.000061692E+01 
        54  4.357132966E+01  0.000000000E+00  1.000056021E+01 
        55  4.422640104E+01  0.000000000E+00  1.000049687E+01 
        56  4.487617081E+01  0.000000000E+00  1.000042654E+01 
        57  4.552068189E+01  0.000000000E+00  1.000034884E+01 
        58  4.615997684E+01  0.000000000E+00  1.000026337E+01 
        59  4.679409786E+01  0.000000000E+00  1.000016975E+01 
        60  4.742308684E+01  0.000000000E+00  1.000006756E+01 
        61  4.804698530E+01  0.000000000E+00  9.999956379E+00 
        62  4.866583446E+01  0.000000000E+00  9.999835791E+00 
        63  4.927967516E+01  0.000000000E+00  9.999705361E+00 
        64  4.988854795E+01  0.000000000E+00  9.999564648E+00 
        65  5.049249303E+01  0.000000000E+00  9.999413207E+00 
        66  5.109155028E+01  0.000000000E+00  9.999250584E+00 
        67  5.168575926E+01  0.000000000E+00  9.999076324E+00 
        68  5.227515921E+01  0.000000000E+00  9.998889963E+00 
        69  5.285978905E+01  0.000000000E+00  9.998691037E+00 
        70  5.343968738E+01  0.000000000E+00  9.998479079E+00 
        71  5.401489250E+01  0.000000000E+00  9.998253616E+00 
        72  5.458544238E+01  0.000000000E+00  9.998014179E+00 
        73  5.515137472E+01  0.000000000E+00  9.997760296E+00 
        74  5.571272686E+01  0.000000000E+00  9.997491496E+00 
        75  5.626953590E+01  0.000000000E+00  9.997207310E+00 
        76  5.682183858E+01  0.000000000E+00  9.996907272E+00 
        77  5.736967139E+01  0.000000000E+00  9.996590919E+00 
        78  5.791307049E+01  0.000000000E+00  9.996257794E+00 
        79  5.845207178E+01  0.000000000E+00  9.995907446E+00 
        80  5.898671083E+01  0.000000000E+00  9.995539431E+00 
        81  5.951702297E+01  0.000000000E+00  9.995153314E+00 
        82  6.004304320E+01  0.000000000E+00  9.994748671E+00 
        83  6.056480627E+01  0.000000000E+00  9.994325088E+00 
        84  6.108234661E+01  0.000000000E+00  9.993882167E+00 
        85  6.159569842E+01  0.000000000E+00  9.993419522E+00 
        86  6.210489559E+01  0.000000000E+00  9.992936788E+00 
        87  6.260997174E+01  0.000000000E+00  9.992433614E+00 
        88  6.311096022E+01  0.000000000E+00  9.991909673E+00 
        89  6.360789412E+01  0.000000000E+00  9.991364663E+00 
        90  6.410080625E+01  0.000000000E+00  9.990798303E+00 
        91  6.458972916E+01  0.000000000E+00  9.990210345E+00 
        92  6.507469514E+01  0.000000000E+00  9.989600571E+00 
        93  6.555573621E+01  0.000000000E+00  9.988968798E+00 
        94  6.603288413E+01  0.000000000E+00  9.988314881E+00 
        95  6.650617042E+01  0.000000000E+00  9.987638718E+00 
        96  6.697562632E+01  0.000000000E+00  9.986940253E+00 
        97  6.744128283E+01  0.000000000E+00  9.986219481E+00 
        98  6.790317071E+01  0.000000000E+00  9.985476453E+00 
        99  6.836132046E+01  0.000000000E+00  9.984711284E+00 
       100  6.881576232E+01  0.000000000E+00  9.983924156E+00 
       101  6.926652631E+01  0.000000000E+00  9.983115324E+00 
       102  6.971364219E+01  0.000000000E+00  9.982285129E+00 
       103  7.015713949E+01  0.000000000E+00  9.981434001E+00 
       104  7.059704749E+01  0.000000000E+00  9.980562468E+00 
       105  7.103339524E+01  0.000000000E+00  9.979671171E+00 
       106  7.146621156E+01  0.000000000E+00  9.978760869E+00 
       107  7.189552503E+01  0.000000000E+00  9.977832455E+00 
       108  7.232136399E+01  0.000000000E+00  9.976886966E+00 
       109  7.274375656E+01  0.000000000E+00  9.975925601E+00 
       110  7.316273064E+01  0.000000000E+00  9.974949734E+00 
       111  7.357831389E+01  0.000000000E+00  9.973960931E+00 
       112  7.399053376E+01  0.000000000E+00  9.972960972E+00 
       113  7.439941746E+01  0.000000000E+00  9.971951867E+00 
       114  7.480499201E+01  0.000000000E+00  9.970935884E+00 
       115  7.520728416E+01  0.000000000E+00  9.969915566E+00 
       116  7.560632051E+01  0.000000000E+00  9.968893767E+00 
       117  7.600212738E+01  0.000000000E+00  9.967873674E+00 
       118  7.639473092E+01  0.000000000E+00  9.966858840E+00 
       119  7.678415706E+01  0.000000000E+00  9.965853221E+00 
       120  7.717043151E+01  0.000000000E+00  9.964861210E+00 
       121  7.755357977E+01  0.000000000E+00  9.963887680E+00 
       122  7.793362715E+01  0.000000000E+00  9.962938027E+00 
       123  7.831059875E+01  0.000000000E+00  9.962018217E+00 
       124  7.868451945E+01  0.000000000E+00  9.961134835E+00 
       125  7.905541395E+01  0.000000000E+00  9.960295147E+00 
       126  7.942330674E+01  0.000000000E+00  9.959507151E+00 
       127  7.978822211E+01  0.000000000E+00  9.958779649E+00 
       128  8.015018416E+01  0.000000000E+00  9.958122312E+00 
       129  8.050921679E+01  0.000000000E+00  9.957545755E+00 
       130  8.086534371E+01  0.000000000E+00  9.957061621E+00 
       131  8.121858844E+01  0.000000000E+00  9.956682662E+00 
       132  8.156897429E+01  0.000000000E+00  9.956422834E+00 
       133  8.191652442E+01  0.000000000E+00  9.956297410E+00 
       134  8.226126177E+01  0.000000000E+00  9.956323032E+00 
       135  8.260320909E+01  0.000000000E+00  9.956517884E+00 
       136  8.294238899E+01  0.000000000E+00  9.956901833E+00 
       137  8.327882384E+01  0.000000000E+00  9.957496495E+00 
       138  8.361253587E+01  0.000000000E+00  9.958325400E+00 
       139  8.394354712E+01  0.000000000E+00  9.959414147E+00 
       140  8.427187943E+01  0.000000000E+00  9.960790559E+00 
       141  8.459755450E+01  0.000000000E+00  9.962484859E+00 
       142  8.492059382E+01  0.000000000E+00  9.964529848E+00 
       143  8.524101873E+01  0.000000000E+00  9.966961100E+00 
       144  8.555885039E+01  0.000000000E+00  9.969817172E+00 
       145  8.587410979E+01  0.000000000E+00  9.973139826E+00 
       146  8.618681774E+01  0.000000000E+00  9.976974262E+00 
       147  8.649699489E+01  0.000000000E+00  9.981369379E+00 
       148  8.680466173E+01  0.000000000E+00  9.986378038E+00 
       149  8.710983857E+01  0.000000000E+00  9.992057358E+00 
       150  8.741254556E+01  0.000000000E+00  9.998469020E+00 
       151  8.771280270E+01  0.000000000E+00  1.000567960E+01 
       152  8.801062980E+01  0.000000000E+00  1.001376094E+01 
       153  8.830604654E+01  0.000000000E+00  1.002279050E+01 
       154  8.859907242E+01  0.000000000E+00  1.003285178E+01 
       155  8.888972679E+01  0.000000000E+00  1.004403478E+01 
       156  8.917802885E+01  0.000000000E+00  1.005643643E+01 
       157  8.946399764E+01  0.000000000E+00  1.007016114E+01 
       158  8.974765203E+01  0.000000000E+00  1.008532134E+01 
       159  9.002901076E+01  0.000000000E+00  1.010203805E+01 
       160  9.030809241E+01  0.000000000E+00  1.012044155E+01 
       161  9.058491540E+01  0.000000000E+00  1.014067207E+01 
       162  9.085949802E+01  0.000000000E+00  1.016288055E+01 
       163  9.113185839E+01  0.000000000E+00  1.018722944E+01 
       164  9.140201451E+01  0.000000000E+00  1.021389363E+01 
       165  9.166998421E+01  0.000000000E+00  1.024306143E+01 
       166  9.193578518E+01  0.000000000E+00  1.027493561E+01 
       167  9.219943499E+01  0.000000000E+00  1.030973463E+01 
       168  9.246095103E+01  0.000000000E+00  1.034769389E+01 
       169  9.272035058E+01  0.000000000E+00  1.038906732E+01 
       170  9.297765077E+01  0.000000000E+00  1.043412804E+01 
       171  9.323286858E+01  0.000000000E+00  1.048317081E+01 
       172  9.348602087E+01  0.000000000E+00  1.053651576E+01 
       173  9.373712436E+01  0.000000000E+00  1.059573967E+01 
       174  9.398619563E+01  0.000000000E+00  1.066036997E+01 
       175  9.423325112E+01  0.000000000E+00  1.072973728E+01 
       176  9.447830715E+01  0.000000000E+00  1.074432643E+01 
       177  9.472137990E+01  0.000000000E+00  1.076392360E+01 
       178  9.496248543E+01  0.000000000E+00  1.084464507E+01 
       179  9.520163964E+01  0.000000000E+00  1.093695218E+01 
       180  9.543885834E+01  0.000000000E+00  1.105213454E+01 
       181  9.567415720E+01  0.000000000E+00  1.117174440E+01 
       182  9.590755173E+01  0.000000000E+00  1.128662771E+01 
       183  9.613905737E+01  0.000000000E+00  1.140787234E+01 
       184  9.636868940E+01  0.000000000E+00  1.153930972E+01 
       185  9.659646297E+01  0.000000000E+00  1.168181286E+01 
       186  9.682239314E+01  0.000000000E+00  1.183634125E+01 
       187  9.704649481E+01  0.000000000E+00  1.200922929E+01 
       188  9.726878279E+01  0.000000000E+00  1.219681494E+01 
       189  9.748927176E+01  0.000000000E+00  1.240107080E+01 
       190  9.770797628E+01  0.000000000E+00  1.262289487E+01 
       191  9.792491078E+01  0.000000000E+00  1.286466056E+01 
       192  9.814008960E+01  0.000000000E+00  1.312755560E+01 
       193  9.835352693E+01  0.000000000E+00  1.340729604E+01 
       194  9.856523689E+01  0.000000000E+00  1.371201043E+01 
       195  9.877523344E+01  0.000000000E+00  1.403498364E+01 
       196  9.898353045E+01  0.000000000E+00  1.438755732E+01 
       197  9.919014168E+01  0.000000000E+00  1.478203928E+01 
       198  9.939508077E+01  0.000000000E+00  1.521373907E+01 
       199  9.959836126E+01  0.000000000E+00  1.568689325E+01 
       200  9.979999657E+01  0.000000000E+00  1.620907031E+01 
       201  1.000000000E+02  0.000000000E+00  1.510171955E+01 
       202  1.002500000E+02  0.000000000E+00  1.342853447E+01 
       203  1.005000000E+02  0.000000000E+00  1.351019792E+01 
       204  1.007500000E+02  0.000000000E+00  1.355614761E+01 
       205  1.010000000E+02  0.000000000E+00  1.358202026E+01 
       206  1.012500000E+02  0.000000000E+00  1.359322047E+01 
       207  1.015000000E+02  0.000000000E+00  1.359324476E+01 
       208  1.017500000E+02  0.000000000E+00  1.358453390E+01 
       209  1.020000000E+02  0.000000000E+00  1.356888165E+01 
       210  1.022500000E+02  0.000000000E+00  1.354765375E+01 
       211  1.025000000E+02  0.000000000E+00  1.352191674E+01 
