nodenumber     x-coordinate     y-coordinate           udm-12 
         1  0.000000000E+00  0.000000000E+00  9.998049519E+00 
         2  1.007701384E+00  0.000000000E+00  9.998129032E+00 
         3  2.007247274E+00  0.000000000E+00  9.999236036E+00 
         4  2.998703673E+00  0.000000000E+00  1.000023136E+01 
         5  3.982136051E+00  0.000000000E+00  1.000019729E+01 
         6  4.957609346E+00  0.000000000E+00  1.000018314E+01 
         7  5.925187975E+00  0.000000000E+00  1.000017805E+01 
         8  6.884935829E+00  0.000000000E+00  1.000017942E+01 
         9  7.836916284E+00  0.000000000E+00  1.000018530E+01 
        10  8.781192203E+00  0.000000000E+00  1.000019432E+01 
        11  9.717825941E+00  0.000000000E+00  1.000020542E+01 
        12  1.064687935E+01  0.000000000E+00  1.000021785E+01 
        13  1.156841377E+01  0.000000000E+00  1.000023104E+01 
        14  1.248249006E+01  0.000000000E+00  1.000024452E+01 
        15  1.338916858E+01  0.000000000E+00  1.000025796E+01 
        16  1.428850920E+01  0.000000000E+00  1.000027106E+01 
        17  1.518057130E+01  0.000000000E+00  1.000028358E+01 
        18  1.606541380E+01  0.000000000E+00  1.000029532E+01 
        19  1.694309512E+01  0.000000000E+00  1.000030609E+01 
        20  1.781367322E+01  0.000000000E+00  1.000031569E+01 
        21  1.867720559E+01  0.000000000E+00  1.000032397E+01 
        22  1.953374925E+01  0.000000000E+00  1.000033075E+01 
        23  2.038336076E+01  0.000000000E+00  1.000033586E+01 
        24  2.122609622E+01  0.000000000E+00  1.000033913E+01 
        25  2.206201128E+01  0.000000000E+00  1.000034037E+01 
        26  2.289116114E+01  0.000000000E+00  1.000033939E+01 
        27  2.371360056E+01  0.000000000E+00  1.000033602E+01 
        28  2.452938383E+01  0.000000000E+00  1.000033003E+01 
        29  2.533856484E+01  0.000000000E+00  1.000032122E+01 
        30  2.614119701E+01  0.000000000E+00  1.000030936E+01 
        31  2.693733335E+01  0.000000000E+00  1.000029422E+01 
        32  2.772702642E+01  0.000000000E+00  1.000027556E+01 
        33  2.851032837E+01  0.000000000E+00  1.000025311E+01 
        34  2.928729093E+01  0.000000000E+00  1.000022662E+01 
        35  3.005796541E+01  0.000000000E+00  1.000019580E+01 
        36  3.082240268E+01  0.000000000E+00  1.000016037E+01 
        37  3.158065324E+01  0.000000000E+00  1.000012003E+01 
        38  3.233276716E+01  0.000000000E+00  1.000007446E+01 
        39  3.307879409E+01  0.000000000E+00  1.000002333E+01 
        40  3.381878330E+01  0.000000000E+00  9.999966325E+00 
        41  3.455278365E+01  0.000000000E+00  9.999903084E+00 
        42  3.528084362E+01  0.000000000E+00  9.999833253E+00 
        43  3.600301127E+01  0.000000000E+00  9.999756464E+00 
        44  3.671933431E+01  0.000000000E+00  9.999672340E+00 
        45  3.742986002E+01  0.000000000E+00  9.999580491E+00 
        46  3.813463533E+01  0.000000000E+00  9.999480519E+00 
        47  3.883370678E+01  0.000000000E+00  9.999372016E+00 
        48  3.952712052E+01  0.000000000E+00  9.999254565E+00 
        49  4.021492235E+01  0.000000000E+00  9.999127741E+00 
        50  4.089715769E+01  0.000000000E+00  9.998991109E+00 
        51  4.157387159E+01  0.000000000E+00  9.998844230E+00 
        52  4.224510872E+01  0.000000000E+00  9.998686654E+00 
        53  4.291091342E+01  0.000000000E+00  9.998517929E+00 
        54  4.357132966E+01  0.000000000E+00  9.998337592E+00 
        55  4.422640104E+01  0.000000000E+00  9.998145181E+00 
        56  4.487617081E+01  0.000000000E+00  9.997940224E+00 
        57  4.552068189E+01  0.000000000E+00  9.997722250E+00 
        58  4.615997684E+01  0.000000000E+00  9.997490782E+00 
        59  4.679409786E+01  0.000000000E+00  9.997245342E+00 
        60  4.742308684E+01  0.000000000E+00  9.996985452E+00 
        61  4.804698530E+01  0.000000000E+00  9.996710631E+00 
        62  4.866583446E+01  0.000000000E+00  9.996420401E+00 
        63  4.927967516E+01  0.000000000E+00  9.996114283E+00 
        64  4.988854795E+01  0.000000000E+00  9.995791801E+00 
        65  5.049249303E+01  0.000000000E+00  9.995452483E+00 
        66  5.109155028E+01  0.000000000E+00  9.995095859E+00 
        67  5.168575926E+01  0.000000000E+00  9.994721466E+00 
        68  5.227515921E+01  0.000000000E+00  9.994328844E+00 
        69  5.285978905E+01  0.000000000E+00  9.993917543E+00 
        70  5.343968738E+01  0.000000000E+00  9.993487117E+00 
        71  5.401489250E+01  0.000000000E+00  9.993037133E+00 
        72  5.458544238E+01  0.000000000E+00  9.992567162E+00 
        73  5.515137472E+01  0.000000000E+00  9.992076792E+00 
        74  5.571272686E+01  0.000000000E+00  9.991565618E+00 
        75  5.626953590E+01  0.000000000E+00  9.991033249E+00 
        76  5.682183858E+01  0.000000000E+00  9.990479309E+00 
        77  5.736967139E+01  0.000000000E+00  9.989903435E+00 
        78  5.791307049E+01  0.000000000E+00  9.989305282E+00 
        79  5.845207178E+01  0.000000000E+00  9.988684521E+00 
        80  5.898671083E+01  0.000000000E+00  9.988040842E+00 
        81  5.951702297E+01  0.000000000E+00  9.987373955E+00 
        82  6.004304320E+01  0.000000000E+00  9.986683589E+00 
        83  6.056480627E+01  0.000000000E+00  9.985969500E+00 
        84  6.108234661E+01  0.000000000E+00  9.985231464E+00 
        85  6.159569842E+01  0.000000000E+00  9.984469284E+00 
        86  6.210489559E+01  0.000000000E+00  9.983682792E+00 
        87  6.260997174E+01  0.000000000E+00  9.982871848E+00 
        88  6.311096022E+01  0.000000000E+00  9.982036345E+00 
        89  6.360789412E+01  0.000000000E+00  9.981176207E+00 
        90  6.410080625E+01  0.000000000E+00  9.980291398E+00 
        91  6.458972916E+01  0.000000000E+00  9.979381918E+00 
        92  6.507469514E+01  0.000000000E+00  9.978447811E+00 
        93  6.555573621E+01  0.000000000E+00  9.977489166E+00 
        94  6.603288413E+01  0.000000000E+00  9.976506118E+00 
        95  6.650617042E+01  0.000000000E+00  9.975498860E+00 
        96  6.697562632E+01  0.000000000E+00  9.974467638E+00 
        97  6.744128283E+01  0.000000000E+00  9.973412762E+00 
        98  6.790317071E+01  0.000000000E+00  9.972334610E+00 
        99  6.836132046E+01  0.000000000E+00  9.971233632E+00 
       100  6.881576232E+01  0.000000000E+00  9.970110361E+00 
       101  6.926652631E+01  0.000000000E+00  9.968965416E+00 
       102  6.971364219E+01  0.000000000E+00  9.967799510E+00 
       103  7.015713949E+01  0.000000000E+00  9.966613465E+00 
       104  7.059704749E+01  0.000000000E+00  9.965408213E+00 
       105  7.103339524E+01  0.000000000E+00  9.964184817E+00 
       106  7.146621156E+01  0.000000000E+00  9.962944472E+00 
       107  7.189552503E+01  0.000000000E+00  9.961688529E+00 
       108  7.232136399E+01  0.000000000E+00  9.960418502E+00 
       109  7.274375656E+01  0.000000000E+00  9.959136089E+00 
       110  7.316273064E+01  0.000000000E+00  9.957843186E+00 
       111  7.357831389E+01  0.000000000E+00  9.956541908E+00 
       112  7.399053376E+01  0.000000000E+00  9.955234614E+00 
       113  7.439941746E+01  0.000000000E+00  9.953923922E+00 
       114  7.480499201E+01  0.000000000E+00  9.952612743E+00 
       115  7.520728416E+01  0.000000000E+00  9.951304305E+00 
       116  7.560632051E+01  0.000000000E+00  9.950002182E+00 
       117  7.600212738E+01  0.000000000E+00  9.948710330E+00 
       118  7.639473092E+01  0.000000000E+00  9.947433123E+00 
       119  7.678415706E+01  0.000000000E+00  9.946175391E+00 
       120  7.717043151E+01  0.000000000E+00  9.944942461E+00 
       121  7.755357977E+01  0.000000000E+00  9.943740209E+00 
       122  7.793362715E+01  0.000000000E+00  9.942575104E+00 
       123  7.831059875E+01  0.000000000E+00  9.941454264E+00 
       124  7.868451945E+01  0.000000000E+00  9.940385518E+00 
       125  7.905541395E+01  0.000000000E+00  9.939377465E+00 
       126  7.942330674E+01  0.000000000E+00  9.938439546E+00 
       127  7.978822211E+01  0.000000000E+00  9.937582114E+00 
       128  8.015018416E+01  0.000000000E+00  9.936816518E+00 
       129  8.050921679E+01  0.000000000E+00  9.936155185E+00 
       130  8.086534371E+01  0.000000000E+00  9.935611714E+00 
       131  8.121858844E+01  0.000000000E+00  9.935200974E+00 
       132  8.156897429E+01  0.000000000E+00  9.934939214E+00 
       133  8.191652442E+01  0.000000000E+00  9.934844174E+00 
       134  8.226126177E+01  0.000000000E+00  9.934935176E+00 
       135  8.260320909E+01  0.000000000E+00  9.935233316E+00 
