nodenumber     x-coordinate     y-coordinate           udm-11 
         1  0.000000000E+00  0.000000000E+00  1.000917927E+01 
         2  1.007701384E+00  0.000000000E+00  1.000927772E+01 
         3  2.007247274E+00  0.000000000E+00  1.000535433E+01 
         4  2.998703673E+00  0.000000000E+00  1.000209661E+01 
         5  3.982136051E+00  0.000000000E+00  1.000346033E+01 
         6  4.957609346E+00  0.000000000E+00  1.000468962E+01 
         7  5.925187975E+00  0.000000000E+00  1.000584430E+01 
         8  6.884935829E+00  0.000000000E+00  1.000694409E+01 
         9  7.836916284E+00  0.000000000E+00  1.000800329E+01 
        10  8.781192203E+00  0.000000000E+00  1.000903201E+01 
        11  9.717825941E+00  0.000000000E+00  1.001003729E+01 
        12  1.064687935E+01  0.000000000E+00  1.001102398E+01 
        13  1.156841377E+01  0.000000000E+00  1.001199532E+01 
        14  1.248249006E+01  0.000000000E+00  1.001295345E+01 
        15  1.338916858E+01  0.000000000E+00  1.001389970E+01 
        16  1.428850920E+01  0.000000000E+00  1.001483487E+01 
        17  1.518057130E+01  0.000000000E+00  1.001575939E+01 
        18  1.606541380E+01  0.000000000E+00  1.001667343E+01 
        19  1.694309512E+01  0.000000000E+00  1.001757698E+01 
        20  1.781367322E+01  0.000000000E+00  1.001846997E+01 
        21  1.867720559E+01  0.000000000E+00  1.001935221E+01 
        22  1.953374925E+01  0.000000000E+00  1.002022350E+01 
        23  2.038336076E+01  0.000000000E+00  1.002108361E+01 
        24  2.122609622E+01  0.000000000E+00  1.002193231E+01 
        25  2.206201128E+01  0.000000000E+00  1.002276935E+01 
        26  2.289116114E+01  0.000000000E+00  1.002359451E+01 
        27  2.371360056E+01  0.000000000E+00  1.002440756E+01 
        28  2.452938383E+01  0.000000000E+00  1.002520828E+01 
        29  2.533856484E+01  0.000000000E+00  1.002599647E+01 
        30  2.614119701E+01  0.000000000E+00  1.002677193E+01 
        31  2.693733335E+01  0.000000000E+00  1.002753450E+01 
        32  2.772702642E+01  0.000000000E+00  1.002828400E+01 
        33  2.851032837E+01  0.000000000E+00  1.002902028E+01 
        34  2.928729093E+01  0.000000000E+00  1.002974319E+01 
        35  3.005796541E+01  0.000000000E+00  1.003045262E+01 
        36  3.082240268E+01  0.000000000E+00  1.003114843E+01 
        37  3.158065324E+01  0.000000000E+00  1.003183053E+01 
        38  3.233276716E+01  0.000000000E+00  1.003249882E+01 
        39  3.307879409E+01  0.000000000E+00  1.003315321E+01 
        40  3.381878330E+01  0.000000000E+00  1.003379363E+01 
        41  3.455278365E+01  0.000000000E+00  1.003442003E+01 
        42  3.528084362E+01  0.000000000E+00  1.003503234E+01 
        43  3.600301127E+01  0.000000000E+00  1.003563052E+01 
        44  3.671933431E+01  0.000000000E+00  1.003621454E+01 
        45  3.742986002E+01  0.000000000E+00  1.003678438E+01 
        46  3.813463533E+01  0.000000000E+00  1.003734002E+01 
        47  3.883370678E+01  0.000000000E+00  1.003788144E+01 
        48  3.952712052E+01  0.000000000E+00  1.003840866E+01 
        49  4.021492235E+01  0.000000000E+00  1.003892169E+01 
        50  4.089715769E+01  0.000000000E+00  1.003942053E+01 
        51  4.157387159E+01  0.000000000E+00  1.003990522E+01 
        52  4.224510872E+01  0.000000000E+00  1.004037578E+01 
        53  4.291091342E+01  0.000000000E+00  1.004083226E+01 
        54  4.357132966E+01  0.000000000E+00  1.004127470E+01 
        55  4.422640104E+01  0.000000000E+00  1.004170315E+01 
        56  4.487617081E+01  0.000000000E+00  1.004211768E+01 
        57  4.552068189E+01  0.000000000E+00  1.004251835E+01 
        58  4.615997684E+01  0.000000000E+00  1.004290524E+01 
        59  4.679409786E+01  0.000000000E+00  1.004327841E+01 
        60  4.742308684E+01  0.000000000E+00  1.004363796E+01 
        61  4.804698530E+01  0.000000000E+00  1.004398398E+01 
        62  4.866583446E+01  0.000000000E+00  1.004431656E+01 
        63  4.927967516E+01  0.000000000E+00  1.004463580E+01 
        64  4.988854795E+01  0.000000000E+00  1.004494181E+01 
        65  5.049249303E+01  0.000000000E+00  1.004523471E+01 
        66  5.109155028E+01  0.000000000E+00  1.004551460E+01 
        67  5.168575926E+01  0.000000000E+00  1.004578161E+01 
        68  5.227515921E+01  0.000000000E+00  1.004603587E+01 
        69  5.285978905E+01  0.000000000E+00  1.004627751E+01 
        70  5.343968738E+01  0.000000000E+00  1.004650667E+01 
        71  5.401489250E+01  0.000000000E+00  1.004672349E+01 
        72  5.458544238E+01  0.000000000E+00  1.004692812E+01 
        73  5.515137472E+01  0.000000000E+00  1.004712070E+01 
        74  5.571272686E+01  0.000000000E+00  1.004730138E+01 
        75  5.626953590E+01  0.000000000E+00  1.004747033E+01 
        76  5.682183858E+01  0.000000000E+00  1.004762771E+01 
        77  5.736967139E+01  0.000000000E+00  1.004777368E+01 
        78  5.791307049E+01  0.000000000E+00  1.004790841E+01 
        79  5.845207178E+01  0.000000000E+00  1.004803206E+01 
        80  5.898671083E+01  0.000000000E+00  1.004814480E+01 
        81  5.951702297E+01  0.000000000E+00  1.004824680E+01 
        82  6.004304320E+01  0.000000000E+00  1.004833822E+01 
        83  6.056480627E+01  0.000000000E+00  1.004841924E+01 
        84  6.108234661E+01  0.000000000E+00  1.004849001E+01 
        85  6.159569842E+01  0.000000000E+00  1.004855068E+01 
        86  6.210489559E+01  0.000000000E+00  1.004860141E+01 
        87  6.260997174E+01  0.000000000E+00  1.004864232E+01 
        88  6.311096022E+01  0.000000000E+00  1.004867356E+01 
        89  6.360789412E+01  0.000000000E+00  1.004869521E+01 
        90  6.410080625E+01  0.000000000E+00  1.004870739E+01 
        91  6.458972916E+01  0.000000000E+00  1.004871016E+01 
        92  6.507469514E+01  0.000000000E+00  1.004870356E+01 
        93  6.555573621E+01  0.000000000E+00  1.004868762E+01 
        94  6.603288413E+01  0.000000000E+00  1.004866232E+01 
        95  6.650617042E+01  0.000000000E+00  1.004862762E+01 
        96  6.697562632E+01  0.000000000E+00  1.004858342E+01 
        97  6.744128283E+01  0.000000000E+00  1.004852958E+01 
        98  6.790317071E+01  0.000000000E+00  1.004846593E+01 
        99  6.836132046E+01  0.000000000E+00  1.004839221E+01 
       100  6.881576232E+01  0.000000000E+00  1.004830814E+01 
       101  6.926652631E+01  0.000000000E+00  1.004821333E+01 
       102  6.971364219E+01  0.000000000E+00  1.004810737E+01 
       103  7.015713949E+01  0.000000000E+00  1.004798973E+01 
       104  7.059704749E+01  0.000000000E+00  1.004785983E+01 
       105  7.103339524E+01  0.000000000E+00  1.004771700E+01 
       106  7.146621156E+01  0.000000000E+00  1.004756048E+01 
       107  7.189552503E+01  0.000000000E+00  1.004738943E+01 
       108  7.232136399E+01  0.000000000E+00  1.004720289E+01 
       109  7.274375656E+01  0.000000000E+00  1.004699982E+01 
       110  7.316273064E+01  0.000000000E+00  1.004677909E+01 
       111  7.357831389E+01  0.000000000E+00  1.004653944E+01 
       112  7.399053376E+01  0.000000000E+00  1.004627952E+01 
       113  7.439941746E+01  0.000000000E+00  1.004599787E+01 
       114  7.480499201E+01  0.000000000E+00  1.004569291E+01 
       115  7.520728416E+01  0.000000000E+00  1.004536297E+01 
       116  7.560632051E+01  0.000000000E+00  1.004500623E+01 
       117  7.600212738E+01  0.000000000E+00  1.004462080E+01 
       118  7.639473092E+01  0.000000000E+00  1.004420464E+01 
       119  7.678415706E+01  0.000000000E+00  1.004375559E+01 
       120  7.717043151E+01  0.000000000E+00  1.004327139E+01 
       121  7.755357977E+01  0.000000000E+00  1.004274964E+01 
       122  7.793362715E+01  0.000000000E+00  1.004218781E+01 
       123  7.831059875E+01  0.000000000E+00  1.004158325E+01 
       124  7.868451945E+01  0.000000000E+00  1.004093316E+01 
       125  7.905541395E+01  0.000000000E+00  1.004023460E+01 
       126  7.942330674E+01  0.000000000E+00  1.003948448E+01 
       127  7.978822211E+01  0.000000000E+00  1.003867954E+01 
       128  8.015018416E+01  0.000000000E+00  1.003781637E+01 
       129  8.050921679E+01  0.000000000E+00  1.003689134E+01 
       130  8.086534371E+01  0.000000000E+00  1.003590064E+01 
       131  8.121858844E+01  0.000000000E+00  1.003484025E+01 
       132  8.156897429E+01  0.000000000E+00  1.003370591E+01 
       133  8.191652442E+01  0.000000000E+00  1.003249309E+01 
       134  8.226126177E+01  0.000000000E+00  1.003119699E+01 
       135  8.260320909E+01  0.000000000E+00  1.002981249E+01 
       136  8.294238899E+01  0.000000000E+00  1.002833416E+01 
       137  8.327882384E+01  0.000000000E+00  1.002675618E+01 
       138  8.361253587E+01  0.000000000E+00  1.002507231E+01 
       139  8.394354712E+01  0.000000000E+00  1.002327591E+01 
       140  8.427187943E+01  0.000000000E+00  1.002135981E+01 
       141  8.459755450E+01  0.000000000E+00  1.001931635E+01 
       142  8.492059382E+01  0.000000000E+00  1.001713728E+01 
       143  8.524101873E+01  0.000000000E+00  1.001481373E+01 
       144  8.555885039E+01  0.000000000E+00  1.001233615E+01 
       145  8.587410979E+01  0.000000000E+00  1.000969425E+01 
       146  8.618681774E+01  0.000000000E+00  1.000687698E+01 
       147  8.649699489E+01  0.000000000E+00  1.000387241E+01 
       148  8.680466173E+01  0.000000000E+00  1.000066772E+01 
       149  8.710983857E+01  0.000000000E+00  9.997249086E+00 
       150  8.741254556E+01  0.000000000E+00  9.993601650E+00 
       151  8.771280270E+01  0.000000000E+00  9.989709432E+00 
       152  8.801062980E+01  0.000000000E+00  9.985555258E+00 
       153  8.830604654E+01  0.000000000E+00  9.981120689E+00 
       154  8.859907242E+01  0.000000000E+00  9.976385938E+00 
       155  8.888972679E+01  0.000000000E+00  9.971329797E+00 
       156  8.917802885E+01  0.000000000E+00  9.965929555E+00 
       157  8.946399764E+01  0.000000000E+00  9.960160916E+00 
       158  8.974765203E+01  0.000000000E+00  9.953997916E+00 
       159  9.002901076E+01  0.000000000E+00  9.947412843E+00 
       160  9.030809241E+01  0.000000000E+00  9.940376150E+00 
       161  9.058491540E+01  0.000000000E+00  9.932856371E+00 
       162  9.085949802E+01  0.000000000E+00  9.924820038E+00 
       163  9.113185839E+01  0.000000000E+00  9.916231599E+00 
       164  9.140201451E+01  0.000000000E+00  9.907053329E+00 
       165  9.166998421E+01  0.000000000E+00  9.897245253E+00 
       166  9.193578518E+01  0.000000000E+00  9.886765062E+00 
       167  9.219943499E+01  0.000000000E+00  9.875568037E+00 
       168  9.246095103E+01  0.000000000E+00  9.863606967E+00 
       169  9.272035058E+01  0.000000000E+00  9.850832170E+00 
       170  9.297765077E+01  0.000000000E+00  9.837190793E+00 
       171  9.323286858E+01  0.000000000E+00  9.822627229E+00 
       172  9.348602087E+01  0.000000000E+00  9.807084347E+00 
       173  9.373712436E+01  0.000000000E+00  9.789997979E+00 
       174  9.398619563E+01  0.000000000E+00  9.771660611E+00 
       175  9.423325112E+01  0.000000000E+00  9.752457132E+00 
       176  9.447830715E+01  0.000000000E+00  9.755097411E+00 
       177  9.472137990E+01  0.000000000E+00  9.756683256E+00 
       178  9.496248543E+01  0.000000000E+00  9.735816849E+00 
       179  9.520163964E+01  0.000000000E+00  9.712025852E+00 
       180  9.543885834E+01  0.000000000E+00  9.681472940E+00 
       181  9.567415720E+01  0.000000000E+00  9.650737827E+00 
       182  9.590755173E+01  0.000000000E+00  9.623235205E+00 
       183  9.613905737E+01  0.000000000E+00  9.595208275E+00 
       184  9.636868940E+01  0.000000000E+00  9.565480680E+00 
       185  9.659646297E+01  0.000000000E+00  9.533967969E+00 
       186  9.682239314E+01  0.000000000E+00  9.500583378E+00 
       187  9.704649481E+01  0.000000000E+00  9.463557569E+00 
       188  9.726878279E+01  0.000000000E+00  9.424377011E+00 
       189  9.748927176E+01  0.000000000E+00  9.382802292E+00 
       190  9.770797628E+01  0.000000000E+00  9.338869019E+00 
       191  9.792491078E+01  0.000000000E+00  9.292329687E+00 
       192  9.814008960E+01  0.000000000E+00  9.243222759E+00 
       193  9.835352693E+01  0.000000000E+00  9.193326011E+00 
       194  9.856523689E+01  0.000000000E+00  9.140764149E+00 
       195  9.877523344E+01  0.000000000E+00  9.087896745E+00 
       196  9.898353045E+01  0.000000000E+00  9.032304194E+00 
       197  9.919014168E+01  0.000000000E+00  8.971480001E+00 
       198  9.939508077E+01  0.000000000E+00  8.907622707E+00 
       199  9.959836126E+01  0.000000000E+00  8.840641623E+00 
       200  9.979999657E+01  0.000000000E+00  8.770225946E+00 
       201  1.000000000E+02  0.000000000E+00  8.982159741E+00 
       202  1.002500000E+02  0.000000000E+00  9.286358260E+00 
       203  1.005000000E+02  0.000000000E+00  9.278659708E+00 
       204  1.007500000E+02  0.000000000E+00  9.276560299E+00 
       205  1.010000000E+02  0.000000000E+00  9.277785767E+00 
       206  1.012500000E+02  0.000000000E+00  9.281504753E+00 
       207  1.015000000E+02  0.000000000E+00  9.287167402E+00 
       208  1.017500000E+02  0.000000000E+00  9.294381821E+00 
       209  1.020000000E+02  0.000000000E+00  9.302854158E+00 
